,mfg,sell,demand,fcost,rma
83651,229,506.09000000000003,6443,160.3,1
83652,445,983.45,2281,311.5,3
83653,131,289.51,3565,91.7,3
83654,312,689.52,3402,218.4,3
83655,207,457.46999999999997,3963,144.9,3
83656,337,744.77,5106,235.9,3
83657,339,749.1899999999999,4499,237.3,1
83658,81,179.01,5413,56.7,3
83659,404,892.8399999999999,3748,282.8,2
83660,302,667.42,3264,211.4,3
83661,86,190.05999999999997,3897,60.2,2
83662,413,912.73,2631,289.1,2
83663,417,921.5699999999999,5504,291.9,1
83664,221,488.40999999999997,6591,154.7,3
83665,64,141.44,3604,44.8,2
83666,182,402.21999999999997,3607,127.4,1
83667,128,282.88,3147,89.6,1
83668,92,203.32,3302,64.4,1
83669,257,567.97,2484,179.9,1
83670,124,274.04,6706,86.8,3
83671,425,939.25,3102,297.5,3
83672,470,1038.7,2517,329.0,2
83673,198,437.58000000000004,4539,138.6,1
83674,496,1096.16,2457,347.2,2
83675,258,570.1800000000001,3467,180.6,3
83676,299,660.79,5270,209.3,1
83677,139,307.19,6918,97.3,1
83678,430,950.3,5483,301.0,2
83679,254,561.34,3859,177.8,1
83680,461,1018.8100000000001,5226,322.7,3
83681,114,251.94,6444,79.8,1
83682,187,413.27,1931,130.9,1
83683,351,775.71,5435,245.7,2
83684,485,1071.85,5997,339.5,3
83685,176,388.96,5709,123.2,3
83686,60,132.6,5077,42.0,3
83687,227,501.66999999999996,5327,158.9,1
83688,214,472.94,4683,149.8,3
83689,374,826.54,4967,261.8,1
83690,467,1032.07,5929,326.9,1
83691,268,592.28,2363,187.6,2
83692,290,640.9,2599,203.0,2
83693,115,254.15,5562,80.5,1
83694,403,890.63,4915,282.1,3
83695,464,1025.44,2932,324.8,1
83696,192,424.31999999999994,4988,134.4,3
83697,106,234.26,5377,74.2,2
83698,199,439.79,6758,139.3,1
83699,196,433.15999999999997,6709,137.2,3
83700,372,822.12,5602,260.4,2
83701,356,786.76,2886,249.2,1
83702,199,439.79,6936,139.3,2
83703,215,475.15,1974,150.5,2
83704,89,196.69,1904,62.3,2
83705,50,110.5,6610,35.0,3
83706,110,243.1,2659,77.0,2
83707,96,212.15999999999997,4166,67.2,3
83708,63,139.23,6396,44.1,2
83709,219,483.99,2362,153.3,1
83710,228,503.88,3712,159.6,1
83711,311,687.3100000000001,6412,217.7,1
83712,259,572.39,6409,181.3,3
83713,270,596.7,5609,189.0,1
83714,411,908.3100000000001,1847,287.7,3
83715,395,872.95,6747,276.5,3
83716,345,762.45,2299,241.5,1
83717,431,952.51,6591,301.7,3
83718,59,130.39,5259,41.3,3
83719,357,788.97,4461,249.9,3
83720,257,567.97,6539,179.9,3
83721,433,956.9300000000001,6018,303.1,1
83722,126,278.46,4382,88.2,3
83723,76,167.95999999999998,5686,53.2,3
83724,122,269.62,2181,85.4,3
83725,209,461.89,4208,146.3,2
83726,143,316.03,3152,100.1,3
83727,381,842.01,5438,266.7,3
83728,64,141.44,4455,44.8,1
83729,80,176.8,3334,56.0,1
83730,91,201.10999999999999,2274,63.7,3
83731,456,1007.76,5554,319.2,1
83732,438,967.98,6967,306.6,2
83733,150,331.5,4608,105.0,3
83734,265,585.65,5916,185.5,1
83735,95,209.95,2867,66.5,2
83736,202,446.41999999999996,5048,141.4,2
83737,343,758.03,6057,240.10000000000002,1
83738,438,967.98,1901,306.6,3
83739,266,587.86,2293,186.2,3
83740,334,738.1399999999999,6200,233.8,2
83741,84,185.64000000000001,3511,58.8,1
83742,419,925.9899999999999,3408,293.3,1
83743,115,254.15,6018,80.5,3
83744,152,335.91999999999996,5576,106.4,3
83745,401,886.21,2754,280.7,3
83746,444,981.2399999999999,4950,310.8,2
83747,410,906.1,4783,287.0,1
83748,337,744.77,5656,235.9,1
83749,253,559.13,3609,177.1,3
83750,304,671.8399999999999,4531,212.8,3
83751,269,594.49,3550,188.3,1
83752,288,636.48,3782,201.6,3
83753,363,802.23,5784,254.10000000000002,3
83754,447,987.87,6819,312.9,1
83755,371,819.9100000000001,5009,259.7,2
83756,98,216.57999999999998,4932,68.6,3
83757,290,640.9,6789,203.0,3
83758,265,585.65,2908,185.5,2
83759,90,198.9,4196,63.0,2
83760,68,150.28,6733,47.6,1
83761,200,442.0,6788,140.0,2
83762,111,245.30999999999997,2577,77.7,2
83763,68,150.28,5248,47.6,1
83764,343,758.03,6789,240.10000000000002,3
83765,411,908.3100000000001,3855,287.7,1
83766,272,601.12,2587,190.4,3
83767,488,1078.48,6748,341.6,3
83768,221,488.40999999999997,3037,154.7,3
83769,87,192.27,3606,60.900000000000006,3
83770,352,777.92,6509,246.4,3
83771,311,687.3100000000001,4614,217.7,3
83772,293,647.53,2085,205.1,2
83773,477,1054.17,5721,333.9,1
83774,380,839.8,3634,266.0,2
83775,456,1007.76,5180,319.2,2
83776,457,1009.97,5996,319.9,3
83777,433,956.9300000000001,2560,303.1,2
83778,358,791.1800000000001,3073,250.60000000000002,2
83779,232,512.72,6144,162.4,3
83780,455,1005.55,1792,318.5,3
83781,160,353.6,5535,112.0,2
83782,113,249.73,2704,79.1,2
83783,151,333.71,3342,105.7,1
83784,399,881.79,5424,279.3,1
83785,76,167.95999999999998,6504,53.2,2
83786,182,402.21999999999997,3222,127.4,3
83787,308,680.6800000000001,2630,215.6,3
83788,223,492.83000000000004,6207,156.1,3
83789,355,784.55,2427,248.5,1
83790,123,271.83,2977,86.1,3
83791,377,833.17,3604,263.9,1
83792,237,523.77,2017,165.9,1
83793,144,318.24,4458,100.8,3
83794,494,1091.74,6885,345.8,2
83795,150,331.5,5600,105.0,1
83796,177,391.16999999999996,1920,123.9,1
83797,202,446.41999999999996,5550,141.4,2
83798,467,1032.07,6494,326.9,1
83799,124,274.04,2838,86.8,3
83800,443,979.03,6813,310.1,2
83801,220,486.2,6640,154.0,1
83802,465,1027.65,4085,325.5,3
83803,61,134.81,5794,42.7,1
83804,337,744.77,1814,235.9,1
83805,87,192.27,3937,60.900000000000006,3
83806,323,713.83,3125,226.10000000000002,2
83807,382,844.22,2184,267.4,2
83808,56,123.76,4285,39.2,1
83809,495,1093.95,2689,346.5,2
83810,293,647.53,5023,205.1,1
83811,354,782.3399999999999,2396,247.8,3
83812,245,541.45,5362,171.5,1
83813,89,196.69,6948,62.3,3
83814,464,1025.44,4096,324.8,2
83815,443,979.03,2646,310.1,2
83816,378,835.38,5440,264.6,1
83817,296,654.16,4634,207.2,2
83818,399,881.79,4349,279.3,1
83819,239,528.19,4702,167.3,3
83820,286,632.06,5118,200.2,2
83821,209,461.89,4272,146.3,3
83822,452,998.92,6797,316.4,3
83823,495,1093.95,1861,346.5,3
83824,369,815.4899999999999,5541,258.3,2
83825,203,448.63,4931,142.1,3
83826,192,424.31999999999994,5054,134.4,2
83827,316,698.36,2718,221.2,2
83828,400,884.0,2240,280.0,2
83829,333,735.9300000000001,1977,233.10000000000002,1
83830,393,868.53,1651,275.1,2
83831,76,167.95999999999998,4858,53.2,1
83832,345,762.45,1980,241.5,2
83833,344,760.2399999999999,2651,240.8,1
83834,171,377.90999999999997,6914,119.7,1
83835,394,870.7399999999999,5796,275.8,3
83836,327,722.67,5281,228.9,3
83837,275,607.75,5643,192.5,1
83838,496,1096.16,5530,347.2,2
83839,444,981.2399999999999,4139,310.8,1
83840,442,976.8199999999999,6971,309.4,1
83841,261,576.81,3416,182.7,1
83842,226,499.46,2546,158.2,1
83843,141,311.61,2467,98.7,1
83844,246,543.66,1934,172.2,3
83845,170,375.7,6521,119.0,3
83846,142,313.82,6331,99.4,1
83847,393,868.53,4776,275.1,2
83848,425,939.25,3454,297.5,3
83849,280,618.8,3832,196.0,1
83850,307,678.47,1596,214.9,2
83851,316,698.36,4158,221.2,3
83852,385,850.85,4791,269.5,3
83853,111,245.30999999999997,6616,77.7,3
83854,174,384.54,4833,121.80000000000001,2
83855,332,733.72,3620,232.4,1
83856,381,842.01,1503,266.7,3
83857,396,875.1600000000001,6953,277.2,2
83858,481,1063.01,3662,336.7,3
83859,333,735.9300000000001,4603,233.10000000000002,3
83860,99,218.79000000000002,5007,69.3,2
83861,199,439.79,6020,139.3,1
83862,191,422.11,6737,133.7,1
83863,168,371.28000000000003,5063,117.6,3
83864,87,192.27,3132,60.900000000000006,3
83865,191,422.11,2293,133.7,3
83866,408,901.6800000000001,5621,285.6,3
83867,413,912.73,5875,289.1,2
83868,309,682.8899999999999,5602,216.3,3
83869,397,877.37,3456,277.9,3
83870,92,203.32,1664,64.4,3
83871,436,963.5600000000001,4378,305.2,3
83872,384,848.6399999999999,3787,268.8,3
83873,341,753.61,6504,238.7,3
83874,165,364.65,2752,115.5,1
83875,275,607.75,3038,192.5,3
83876,459,1014.3899999999999,3857,321.3,1
83877,442,976.8199999999999,5977,309.4,3
83878,394,870.7399999999999,2260,275.8,2
83879,255,563.55,3356,178.5,2
83880,176,388.96,3708,123.2,1
83881,452,998.92,4755,316.4,3
83882,349,771.29,2808,244.3,2
83883,206,455.26,6612,144.2,1
83884,388,857.48,4890,271.6,1
83885,73,161.32999999999998,4875,51.1,3
83886,254,561.34,6786,177.8,2
83887,472,1043.12,3810,330.4,1
83888,288,636.48,3385,201.6,3
83889,221,488.40999999999997,5516,154.7,2
83890,105,232.05,6487,73.5,2
83891,242,534.8199999999999,3780,169.4,3
83892,69,152.49,6577,48.3,1
83893,84,185.64000000000001,2356,58.8,3
83894,437,965.77,4594,305.9,1
83895,158,349.18,1700,110.6,1
83896,288,636.48,3676,201.6,1
83897,499,1102.79,5636,349.3,2
83898,431,952.51,5826,301.7,3
83899,274,605.54,5529,191.8,3
83900,466,1029.8600000000001,1906,326.2,2
83901,295,651.95,5747,206.5,3
83902,235,519.35,3127,164.5,3
83903,487,1076.27,5955,340.9,2
83904,484,1069.6399999999999,2794,338.8,3
83905,268,592.28,6778,187.6,1
83906,193,426.53000000000003,1799,135.1,1
83907,417,921.5699999999999,3619,291.9,2
83908,341,753.61,3528,238.7,2
83909,430,950.3,2289,301.0,3
83910,90,198.9,3204,63.0,1
83911,319,704.9899999999999,1718,223.3,1
83912,176,388.96,2508,123.2,3
83913,185,408.85,5240,129.5,1
83914,176,388.96,5968,123.2,3
83915,420,928.2,2545,294.0,3
83916,361,797.8100000000001,2630,252.7,2
83917,274,605.54,3867,191.8,3
83918,205,453.05,5313,143.5,3
83919,50,110.5,1946,35.0,2
83920,430,950.3,6778,301.0,1
83921,339,749.1899999999999,6929,237.3,1
83922,81,179.01,4378,56.7,3
83923,294,649.74,5302,205.8,2
83924,216,477.36,5068,151.2,2
83925,373,824.33,6156,261.1,3
83926,375,828.75,5186,262.5,2
83927,463,1023.23,4520,324.1,3
83928,169,373.49,3154,118.30000000000001,2
83929,290,640.9,6413,203.0,2
83930,265,585.65,4950,185.5,3
83931,151,333.71,2781,105.7,2
83932,286,632.06,5087,200.2,1
83933,174,384.54,1803,121.80000000000001,1
83934,416,919.36,4869,291.2,1
83935,119,262.99,5703,83.3,2
83936,215,475.15,4171,150.5,2
83937,152,335.91999999999996,6694,106.4,2
83938,297,656.37,6180,207.9,3
83939,278,614.38,3994,194.6,2
83940,374,826.54,4510,261.8,2
83941,257,567.97,6311,179.9,1
83942,319,704.9899999999999,2888,223.3,3
83943,326,720.46,6260,228.2,3
83944,93,205.53,2641,65.1,3
83945,287,634.27,5027,200.9,2
83946,437,965.77,3700,305.9,3
83947,267,590.0699999999999,4950,186.9,2
83948,106,234.26,5452,74.2,3
83949,229,506.09000000000003,4273,160.3,1
83950,339,749.1899999999999,6521,237.3,3
83951,143,316.03,5011,100.1,3
83952,366,808.86,5315,256.2,3
83953,486,1074.06,4633,340.2,3
83954,239,528.19,5177,167.3,3
83955,244,539.24,5867,170.8,1
83956,235,519.35,5065,164.5,1
83957,228,503.88,5158,159.6,3
83958,116,256.36,2005,81.2,3
83959,369,815.4899999999999,4744,258.3,2
83960,263,581.23,5686,184.1,3
83961,196,433.15999999999997,5941,137.2,3
83962,83,183.43,3891,58.1,1
83963,484,1069.6399999999999,1853,338.8,2
83964,478,1056.38,6321,334.6,1
83965,131,289.51,4868,91.7,2
83966,237,523.77,4678,165.9,3
83967,273,603.33,6517,191.1,2
83968,245,541.45,4373,171.5,3
83969,265,585.65,3638,185.5,1
83970,391,864.11,4948,273.7,1
83971,327,722.67,4255,228.9,3
83972,350,773.5,4795,245.0,2
83973,425,939.25,2628,297.5,2
83974,395,872.95,6821,276.5,1
83975,232,512.72,6490,162.4,3
83976,50,110.5,5121,35.0,3
83977,414,914.9399999999999,6588,289.8,3
83978,485,1071.85,2704,339.5,3
83979,300,663.0,5004,210.0,2
83980,315,696.15,5786,220.5,1
83981,413,912.73,6130,289.1,2
83982,100,221.0,3243,70.0,2
83983,51,112.71000000000001,2537,35.7,3
83984,445,983.45,1608,311.5,3
83985,118,260.78,4920,82.6,2
83986,467,1032.07,3894,326.9,1
83987,178,393.38,5130,124.6,3
83988,145,320.45,1853,101.5,2
83989,255,563.55,6614,178.5,1
83990,485,1071.85,5132,339.5,1
83991,428,945.88,2239,299.6,2
83992,240,530.4,6564,168.0,2
83993,161,355.81,6967,112.7,1
83994,88,194.48,1878,61.6,1
83995,263,581.23,4533,184.1,3
83996,55,121.55,3127,38.5,3
83997,346,764.6600000000001,3902,242.2,3
83998,145,320.45,4041,101.5,3
83999,415,917.15,6423,290.5,3
84000,95,209.95,3442,66.5,3
84001,168,371.28000000000003,4684,117.6,3
84002,106,234.26,5201,74.2,3
84003,321,709.4100000000001,6555,224.7,2
84004,211,466.31,4402,147.7,2
84005,414,914.9399999999999,1988,289.8,1
84006,212,468.52,6391,148.4,2
84007,312,689.52,6443,218.4,1
84008,332,733.72,3486,232.4,2
84009,456,1007.76,5874,319.2,1
84010,135,298.35,2813,94.5,1
84011,189,417.69,3362,132.3,3
84012,290,640.9,1698,203.0,2
84013,131,289.51,2669,91.7,2
84014,433,956.9300000000001,3289,303.1,1
84015,113,249.73,3260,79.1,2
84016,65,143.65,2610,45.5,2
84017,432,954.72,2325,302.4,2
84018,79,174.59,6901,55.3,2
84019,472,1043.12,5322,330.4,3
84020,269,594.49,2984,188.3,2
84021,331,731.51,4128,231.7,2
84022,222,490.61999999999995,4207,155.4,1
84023,326,720.46,6444,228.2,1
84024,162,358.02,4865,113.4,2
84025,413,912.73,4318,289.1,2
84026,51,112.71000000000001,4142,35.7,2
84027,187,413.27,4012,130.9,3
84028,156,344.76,5863,109.2,3
84029,175,386.75,2845,122.5,3
84030,412,910.52,2610,288.4,3
84031,164,362.44,4991,114.80000000000001,3
84032,469,1036.49,3084,328.3,2
84033,227,501.66999999999996,6826,158.9,2
84034,405,895.05,5083,283.5,2
84035,409,903.8899999999999,4226,286.3,3
84036,73,161.32999999999998,5071,51.1,3
84037,248,548.08,4331,173.6,2
84038,229,506.09000000000003,2071,160.3,2
84039,367,811.0699999999999,6188,256.9,3
84040,320,707.2,6433,224.0,1
84041,127,280.67,4793,88.9,2
84042,311,687.3100000000001,1625,217.7,2
84043,222,490.61999999999995,4305,155.4,1
84044,261,576.81,4008,182.7,1
84045,213,470.73,5332,149.1,1
84046,249,550.29,3258,174.3,3
84047,451,996.71,3813,315.7,3
84048,295,651.95,3708,206.5,1
84049,137,302.77,1955,95.9,3
84050,213,470.73,6615,149.1,3
84051,304,671.8399999999999,6114,212.8,3
84052,247,545.87,4027,172.9,3
84053,431,952.51,5553,301.7,1
84054,492,1087.32,3039,344.4,2
84055,82,181.22,6190,57.400000000000006,2
84056,52,114.92,4172,36.4,1
84057,50,110.5,3079,35.0,1
84058,355,784.55,4979,248.5,2
84059,217,479.56999999999994,4703,151.9,1
84060,470,1038.7,6448,329.0,3
84061,386,853.0600000000001,6442,270.2,1
84062,407,899.47,3853,284.9,2
84063,230,508.3,3891,161.0,2
84064,435,961.35,2578,304.5,2
84065,112,247.52,5844,78.4,3
84066,92,203.32,2369,64.4,1
84067,361,797.8100000000001,2261,252.7,3
84068,247,545.87,2791,172.9,2
84069,150,331.5,1828,105.0,3
84070,217,479.56999999999994,5489,151.9,2
84071,267,590.0699999999999,4199,186.9,1
84072,469,1036.49,4805,328.3,1
84073,278,614.38,4742,194.6,1
84074,120,265.2,4084,84.0,3
84075,189,417.69,4215,132.3,3
84076,385,850.85,4756,269.5,1
84077,95,209.95,2210,66.5,3
84078,364,804.4399999999999,2699,254.8,2
84079,494,1091.74,3995,345.8,3
84080,150,331.5,6222,105.0,2
84081,455,1005.55,6309,318.5,3
84082,439,970.1899999999999,4768,307.3,2
84083,433,956.9300000000001,1936,303.1,2
84084,390,861.9,6512,273.0,1
84085,102,225.42000000000002,3440,71.4,3
84086,282,623.22,2820,197.4,2
84087,272,601.12,3709,190.4,2
84088,273,603.33,1774,191.1,1
84089,230,508.3,1696,161.0,1
84090,140,309.4,3686,98.0,3
84091,118,260.78,2752,82.6,3
84092,203,448.63,6568,142.1,3
84093,360,795.6,2865,252.0,1
84094,434,959.1399999999999,5478,303.8,1
84095,423,934.83,4922,296.1,2
84096,298,658.58,1552,208.6,3
84097,111,245.30999999999997,6545,77.7,3
84098,393,868.53,5996,275.1,1
84099,166,366.86,1949,116.2,1
84100,495,1093.95,6336,346.5,1
84101,155,342.55,3716,108.5,1
84102,395,872.95,2609,276.5,3
84103,459,1014.3899999999999,2033,321.3,2
84104,176,388.96,1736,123.2,3
84105,293,647.53,2785,205.1,3
84106,164,362.44,4995,114.80000000000001,1
84107,266,587.86,3824,186.2,2
84108,255,563.55,6569,178.5,3
84109,486,1074.06,3555,340.2,1
84110,306,676.26,3241,214.2,2
84111,390,861.9,5392,273.0,3
84112,60,132.6,4301,42.0,2
84113,372,822.12,4931,260.4,1
84114,227,501.66999999999996,4985,158.9,2
84115,220,486.2,6942,154.0,1
84116,228,503.88,5938,159.6,2
84117,98,216.57999999999998,3513,68.6,2
84118,343,758.03,3140,240.10000000000002,1
84119,357,788.97,4490,249.9,1
84120,249,550.29,3098,174.3,3
84121,57,125.97,6323,39.9,1
84122,179,395.59000000000003,6005,125.30000000000001,2
84123,84,185.64000000000001,2121,58.8,3
84124,327,722.67,4951,228.9,2
84125,344,760.2399999999999,5486,240.8,1
84126,284,627.64,5479,198.8,2
84127,257,567.97,1868,179.9,1
84128,426,941.46,5038,298.2,3
84129,99,218.79000000000002,2877,69.3,2
84130,462,1021.02,4915,323.4,2
84131,290,640.9,6185,203.0,1
84132,276,609.96,4700,193.2,3
84133,204,450.84000000000003,6950,142.8,2
84134,287,634.27,5033,200.9,3
84135,91,201.10999999999999,3161,63.7,3
84136,432,954.72,5947,302.4,1
84137,337,744.77,3488,235.9,3
84138,86,190.05999999999997,6955,60.2,1
84139,496,1096.16,4813,347.2,3
84140,362,800.02,4174,253.4,1
84141,274,605.54,5869,191.8,1
84142,463,1023.23,5049,324.1,3
84143,304,671.8399999999999,5573,212.8,3
84144,284,627.64,2654,198.8,3
84145,273,603.33,4355,191.1,3
84146,323,713.83,3260,226.10000000000002,1
84147,198,437.58000000000004,3398,138.6,1
84148,102,225.42000000000002,6045,71.4,3
84149,371,819.9100000000001,5950,259.7,2
84150,241,532.61,2800,168.7,3
84151,74,163.54,5692,51.8,2
84152,100,221.0,6198,70.0,2
84153,406,897.26,2426,284.2,2
84154,191,422.11,4743,133.7,3
84155,276,609.96,2309,193.2,1
84156,350,773.5,2395,245.0,1
84157,323,713.83,5840,226.10000000000002,3
84158,142,313.82,6728,99.4,2
84159,391,864.11,2313,273.7,2
84160,221,488.40999999999997,6133,154.7,3
84161,251,554.71,5042,175.7,2
84162,84,185.64000000000001,6998,58.8,2
84163,414,914.9399999999999,1996,289.8,1
84164,472,1043.12,1736,330.4,3
84165,258,570.1800000000001,4548,180.6,1
84166,118,260.78,5755,82.6,1
84167,394,870.7399999999999,4308,275.8,3
84168,350,773.5,4565,245.0,3
84169,170,375.7,5911,119.0,3
84170,81,179.01,3639,56.7,1
84171,481,1063.01,3664,336.7,1
84172,408,901.6800000000001,3664,285.6,3
84173,264,583.44,3154,184.8,1
84174,57,125.97,2479,39.9,2
84175,443,979.03,1527,310.1,2
84176,230,508.3,2365,161.0,1
84177,278,614.38,3703,194.6,2
84178,341,753.61,4213,238.7,3
84179,164,362.44,3920,114.80000000000001,3
84180,154,340.34000000000003,2510,107.8,3
84181,92,203.32,2015,64.4,2
84182,269,594.49,4836,188.3,1
84183,160,353.6,6379,112.0,3
84184,276,609.96,6516,193.2,3
84185,179,395.59000000000003,6131,125.30000000000001,3
84186,390,861.9,6765,273.0,2
84187,337,744.77,6908,235.9,2
84188,296,654.16,6530,207.2,3
84189,67,148.07,4285,46.9,2
84190,152,335.91999999999996,6647,106.4,3
84191,474,1047.54,1695,331.8,3
84192,376,830.96,3942,263.2,2
84193,390,861.9,4639,273.0,1
84194,279,616.59,3673,195.3,1
84195,187,413.27,5313,130.9,3
84196,326,720.46,5773,228.2,2
84197,358,791.1800000000001,6239,250.60000000000002,2
84198,162,358.02,5798,113.4,2
84199,419,925.9899999999999,3948,293.3,2
84200,154,340.34000000000003,6596,107.8,3
84201,323,713.83,2137,226.10000000000002,3
84202,343,758.03,5518,240.10000000000002,3
84203,70,154.7,4233,49.0,1
84204,341,753.61,1873,238.7,2
84205,494,1091.74,4652,345.8,3
84206,268,592.28,4089,187.6,2
84207,450,994.5,1657,315.0,2
84208,275,607.75,5697,192.5,1
84209,431,952.51,1564,301.7,2
84210,233,514.9300000000001,3952,163.1,2
84211,167,369.06999999999994,4123,116.9,3
84212,77,170.17000000000002,4708,53.9,3
84213,110,243.1,5939,77.0,1
84214,97,214.37,5714,67.9,2
84215,279,616.59,5492,195.3,1
84216,213,470.73,1777,149.1,1
84217,268,592.28,6741,187.6,1
84218,390,861.9,1981,273.0,3
84219,425,939.25,5634,297.5,1
84220,412,910.52,5905,288.4,2
84221,308,680.6800000000001,5508,215.6,3
84222,150,331.5,3093,105.0,2
84223,111,245.30999999999997,1510,77.7,2
84224,492,1087.32,2342,344.4,2
84225,278,614.38,5578,194.6,3
84226,440,972.4,3645,308.0,1
84227,160,353.6,6782,112.0,1
84228,250,552.5,6379,175.0,3
84229,231,510.51,3644,161.7,3
84230,266,587.86,3014,186.2,2
84231,499,1102.79,4426,349.3,1
84232,286,632.06,4392,200.2,2
84233,473,1045.33,5377,331.1,3
84234,326,720.46,3438,228.2,2
84235,485,1071.85,4701,339.5,1
84236,250,552.5,3506,175.0,3
84237,405,895.05,2352,283.5,2
84238,76,167.95999999999998,3777,53.2,1
84239,476,1051.96,5587,333.2,3
84240,328,724.88,5792,229.60000000000002,1
84241,232,512.72,4273,162.4,3
84242,181,400.01,4496,126.7,2
84243,235,519.35,5625,164.5,2
84244,136,300.56,3756,95.2,3
84245,497,1098.37,1667,347.9,1
84246,287,634.27,6814,200.9,1
84247,117,258.57,6856,81.9,1
84248,155,342.55,5699,108.5,1
84249,432,954.72,3968,302.4,2
84250,469,1036.49,3315,328.3,3
84251,352,777.92,1828,246.4,2
84252,132,291.72,3946,92.4,3
84253,383,846.4300000000001,6549,268.1,2
84254,353,780.13,6406,247.10000000000002,2
84255,441,974.61,5151,308.7,3
84256,217,479.56999999999994,3353,151.9,3
84257,129,285.09000000000003,3816,90.3,1
84258,58,128.18,6427,40.6,3
84259,449,992.29,6042,314.3,2
84260,238,525.98,2018,166.6,2
84261,53,117.13,3364,37.1,3
84262,239,528.19,6235,167.3,1
84263,459,1014.3899999999999,2801,321.3,2
84264,168,371.28000000000003,1727,117.6,2
84265,321,709.4100000000001,6161,224.7,2
84266,59,130.39,6802,41.3,1
84267,279,616.59,1874,195.3,2
84268,443,979.03,4924,310.1,2
84269,320,707.2,4514,224.0,3
84270,435,961.35,4417,304.5,3
84271,219,483.99,5539,153.3,2
84272,306,676.26,4714,214.2,2
84273,363,802.23,2884,254.10000000000002,1
84274,446,985.6600000000001,6874,312.2,3
84275,275,607.75,2881,192.5,2
84276,262,579.02,4856,183.4,3
84277,144,318.24,6621,100.8,2
84278,98,216.57999999999998,2864,68.6,2
84279,441,974.61,1813,308.7,2
84280,482,1065.22,6271,337.4,2
84281,233,514.9300000000001,4629,163.1,2
84282,281,621.01,5216,196.7,3
84283,497,1098.37,2471,347.9,2
84284,268,592.28,6914,187.6,3
84285,353,780.13,2631,247.10000000000002,1
84286,175,386.75,4175,122.5,2
84287,234,517.14,6517,163.8,1
84288,82,181.22,6869,57.400000000000006,2
84289,464,1025.44,2134,324.8,3
84290,304,671.8399999999999,2808,212.8,2
84291,498,1100.58,3630,348.6,1
84292,370,817.7,3784,259.0,2
84293,496,1096.16,6664,347.2,1
84294,213,470.73,1894,149.1,3
84295,64,141.44,4962,44.8,3
84296,356,786.76,4650,249.2,3
84297,144,318.24,2906,100.8,3
84298,240,530.4,6172,168.0,1
84299,491,1085.1100000000001,6067,343.7,2
84300,374,826.54,3289,261.8,2
84301,91,201.10999999999999,4191,63.7,3
84302,243,537.03,2061,170.1,1
84303,309,682.8899999999999,5161,216.3,1
84304,458,1012.1800000000001,2941,320.6,3
84305,89,196.69,1533,62.3,2
84306,439,970.1899999999999,2836,307.3,2
84307,433,956.9300000000001,2394,303.1,1
84308,366,808.86,5616,256.2,1
84309,205,453.05,4726,143.5,2
84310,168,371.28000000000003,1759,117.6,3
84311,237,523.77,1968,165.9,3
84312,93,205.53,4494,65.1,1
84313,332,733.72,2806,232.4,3
84314,187,413.27,4784,130.9,2
84315,458,1012.1800000000001,6446,320.6,3
84316,118,260.78,3177,82.6,2
84317,424,937.04,4292,296.8,3
84318,453,1001.13,1979,317.1,2
84319,99,218.79000000000002,2968,69.3,1
84320,296,654.16,4092,207.2,1
84321,361,797.8100000000001,6112,252.7,1
84322,441,974.61,3454,308.7,3
84323,276,609.96,5935,193.2,2
84324,248,548.08,6353,173.6,2
84325,498,1100.58,4964,348.6,1
84326,447,987.87,4269,312.9,1
84327,361,797.8100000000001,1501,252.7,2
84328,176,388.96,5547,123.2,3
84329,295,651.95,5767,206.5,3
84330,238,525.98,3736,166.6,1
84331,317,700.5699999999999,3349,221.9,2
84332,382,844.22,3768,267.4,1
84333,54,119.34,2207,37.8,1
84334,92,203.32,6210,64.4,3
84335,360,795.6,2977,252.0,2
84336,70,154.7,4965,49.0,3
84337,447,987.87,1527,312.9,1
84338,270,596.7,3730,189.0,2
84339,146,322.65999999999997,6672,102.2,3
84340,370,817.7,2409,259.0,1
84341,272,601.12,3836,190.4,2
84342,408,901.6800000000001,6983,285.6,3
84343,329,727.0899999999999,6262,230.3,1
84344,308,680.6800000000001,2839,215.6,1
84345,155,342.55,5533,108.5,1
84346,153,338.13,3690,107.1,2
84347,372,822.12,5658,260.4,2
84348,230,508.3,1731,161.0,1
84349,378,835.38,4203,264.6,2
84350,273,603.33,5291,191.1,2
84351,215,475.15,4551,150.5,2
84352,313,691.73,6349,219.1,1
84353,54,119.34,3836,37.8,1
84354,86,190.05999999999997,5743,60.2,2
84355,406,897.26,3901,284.2,1
84356,243,537.03,4415,170.1,3
84357,422,932.62,4653,295.4,2
84358,316,698.36,2780,221.2,3
84359,301,665.21,6307,210.7,1
84360,296,654.16,4966,207.2,2
84361,227,501.66999999999996,2138,158.9,1
84362,419,925.9899999999999,1924,293.3,2
84363,234,517.14,6296,163.8,3
84364,492,1087.32,2725,344.4,1
84365,298,658.58,6414,208.6,3
84366,478,1056.38,4484,334.6,3
84367,292,645.3199999999999,6002,204.4,1
84368,136,300.56,6140,95.2,3
84369,353,780.13,3911,247.10000000000002,1
84370,263,581.23,5552,184.1,3
84371,157,346.96999999999997,4444,109.9,1
84372,119,262.99,3111,83.3,3
84373,177,391.16999999999996,1519,123.9,1
84374,359,793.3899999999999,1951,251.3,3
84375,451,996.71,3260,315.7,3
84376,195,430.95,3407,136.5,1
84377,495,1093.95,4950,346.5,3
